epoch,loss_validation,loss_train,f1_validation,accuracy_validation,f1_test,accuracy_test
1,2.30734935014838,2.3073521750516197,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
2,2.3073218768878947,2.3073248013997256,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
3,2.3073217855799597,2.3073246973377124,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
4,2.3073217855799593,2.3073246973377124,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
5,2.3073217855799593,2.3073246973377124,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
6,2.3073217855799593,2.3073246973377124,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
7,2.3073217855799593,2.3073246973377124,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
8,2.3073217855799593,2.3073246973377124,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
9,2.3073217855799593,2.3073246973377124,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
10,2.3073217855799593,2.3073246973377124,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
11,2.3073217855799593,2.3073246973377124,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
12,2.3073217855799593,2.3073246973377124,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
13,2.3073217855799593,2.3073246973377124,0.018271200327734535,0.10054102795311091,0.01783567134268537,0.09790979097909791
