epoch,loss_validation,loss_train,f1,accuracy
1,2.318466115669781,2.31940426485013,0.018157460840890358,0.09930117222723174
2,2.3181475538786307,2.3190857393336524,0.018131188118811876,0.09907574391343553
3,2.317835436957059,2.3187739671370267,0.018142414860681112,0.09907574391343553
4,2.3175304854629752,2.3184696185596283,0.01814803344688758,0.09907574391343553
5,2.317232409080487,2.318172101462351,0.018093566043581536,0.09873760144274121
6,2.3169402158611736,2.31788048625464,0.018059716912904224,0.098512173128945
7,2.3166542256027953,2.3175951627143507,0.018031430934656742,0.09828674481514878
8,2.3163741637226747,2.3173157488103073,0.018018204385601984,0.09817403065825067
9,2.3161001282963483,2.3170423171179864,0.01796543516506261,0.09783588818755636
10,2.3158316857412125,2.316774849486064,0.017976597286942113,0.09783588818755636
11,2.3155683507499254,2.316512882891024,0.0179726368159204,0.09772317403065825
12,2.3153101196804484,2.3162564406597896,0.017925311203319503,0.09738503155996393
13,2.3150572574669064,2.3160055460180486,0.017932752179327518,0.09738503155996393
14,2.314809279863807,2.3157594614490553,0.01812069946204828,0.09727231740306583
15,2.314566587770255,2.3155178503409752,0.018136764747577905,0.09727231740306583
16,2.314328420364474,2.315280704924845,0.018346231259258276,0.09727231740306583
17,2.3140951364480435,2.3150483235809176,0.01835420730934398,0.09727231740306583
18,2.31386661604225,2.3148206295360816,0.01834368050663112,0.09715960324616772
19,2.313642334982178,2.31459725740692,0.01855035223644063,0.09715960324616772
20,2.313422304205777,2.314378019600544,0.01875849110195877,0.09715960324616772
21,2.313206414947447,2.31416283941861,0.018896270511534495,0.0968214607754734
22,2.3129947147373238,2.3139517857991834,0.01888813439520119,0.09670874661857529
23,2.3127864817428763,2.3137443302009295,0.018886140947754232,0.09659603246167718
24,2.31258200095979,2.3135408898017684,0.019276980287345806,0.09659603246167718
25,2.312381400403899,2.3133412030237412,0.019667134437579892,0.09670874661857529
26,2.3121845686242044,2.3131449946797695,0.019657318117177677,0.09659603246167718
27,2.3119909776691823,2.312952132811291,0.019849905417243262,0.09659603246167718
28,2.311801270731958,2.312762705461443,0.02003087638544001,0.09659603246167718
29,2.311615250963975,2.31257684538684,0.020766112597964747,0.09670874661857529
30,2.311432586320165,2.312394041195413,0.02132642030169483,0.09693417493237151
