epoch,loss_validation,loss_train,f1,accuracy
1,2.3083359047295073,2.3090782277296613,0.02165185063456648,0.10054102795311091
2,2.307261941487661,2.3080017946255404,0.023331855164370845,0.10076645626690713
3,2.306280369508992,2.3070148674244315,0.024835210215242338,0.10076645626690713
4,2.3053762676449447,2.3061068641176687,0.026733256654913114,0.1003155996393147
5,2.3045449912776,2.305269188761688,0.02814924339919082,0.09986474301172227
6,2.30377857646058,2.30449507826897,0.03110289581474348,0.10054102795311091
7,2.3030695769852243,2.30377891382982,0.035179943871263046,0.1021190261496844
8,2.302411136077386,2.303115098550266,0.04161357314200427,0.10538773669972949
9,2.30179551381949,2.3024923662009256,0.047479215992272665,0.10752930568079351
10,2.301219829958187,2.3019092423023686,0.05236953471215526,0.10933273219116321
11,2.300680275864503,2.301362307902244,0.058153895677743185,0.11023444544634806
12,2.3001718817273495,2.3008504781146106,0.06664685893538469,0.11508115419296663
13,2.2996935358750203,2.30036823285682,0.07156968921531703,0.11564472497745718
14,2.299243285890404,2.29991370818918,0.0757277320880563,0.11643372407574391
15,2.2988159678587237,2.299483145572184,0.07897185745206382,0.11643372407574391
16,2.298410267865437,2.29907363860908,0.0814768658525089,0.11699729486023444
17,2.2980241389518623,2.2986845579921162,0.08450123517167206,0.11722272317403065
18,2.297655713878451,2.298312429009267,0.08953449233212993,0.119702434625789
19,2.297301509882104,2.2979535579589405,0.09237156992095898,0.12004057709648332
20,2.296960542040346,2.2976069794864817,0.09449677395506026,0.12026600541027953
21,2.2966316586923647,2.2972700851089902,0.09493797410520491,0.11913886384129847
22,2.296314623175923,2.296943889878227,0.0968726023934992,0.11891343552750225
23,2.296008478303654,2.2966293118342054,0.0981077001614448,0.11846257889990983
24,2.295709011732756,2.2963239862109948,0.10071637314176474,0.11947700631199279
25,2.2954165782836284,2.2960265336489285,0.10353948997006852,0.12071686203787195
26,2.295131840606635,2.2957365965616234,0.10706703764871968,0.12297114517583409
27,2.2948532293648847,2.2954529184498824,0.10954441950373842,0.12398557258791704
28,2.2945815865443238,2.295176152105516,0.10994416192121881,0.12308385933273219
29,2.2943158761315905,2.294904830349276,0.11497840212815418,0.1266907123534716
30,2.2940542495331715,2.2946379479932584,0.11551972487518669,0.12646528403967539
