epoch,loss_validation,loss_train,f1,accuracy
1,2.301511690062892,2.3012127227673225,0.08336103591590757,0.11688458070333634
2,2.2959583135839,2.2956464500201412,0.10834799078678001,0.13875112714156898
3,2.292113261922981,2.2916704280284192,0.1330072647282632,0.15757439134355275
4,2.288927185811424,2.2883449884554135,0.14316794846072234,0.16647880973850315
5,2.285938088496715,2.285206382745246,0.14714438854739442,0.1712128043282236
6,2.282902300087332,2.2820624622423593,0.15275128447437408,0.1778629395852119
7,2.2798800806350505,2.278944330720461,0.16267306383806865,0.18733092876465285
8,2.2770782539507195,2.2761037117232545,0.17420785034607195,0.19826420198376915
9,2.274429257487405,2.2734211913805997,0.178866050537209,0.20367448151487827
10,2.271818997705322,2.270774578221809,0.18336934707333882,0.2094229035166817
11,2.2692523207470963,2.2681703828689725,0.18729187711659345,0.2143823264201984
12,2.2667645998096035,2.2656031242714434,0.19060105070206843,0.21765103697024346
13,2.2642758913369936,2.2630441197466737,0.19612175516847521,0.22317403065825067
14,2.2617504046834758,2.260460590524643,0.1996714914206476,0.2274571686203787
15,2.259186813261902,2.257848285412972,0.20404535766127224,0.23298016230838595
16,2.2565816644417187,2.2551987996627174,0.20854474920163485,0.23816501352569883
17,2.254015651818043,2.252565309540519,0.21171767772088756,0.24256086564472498
18,2.2514953933073456,2.2499770883598913,0.21323417158974928,0.2448151487826871
19,2.2489711172640288,2.247391629956402,0.21562562706300592,0.24785843101893598
20,2.2464036014685145,2.244782059240412,0.21797510156517957,0.25022542831379624
21,2.2438470669114223,2.2421937752368715,0.22164344407189712,0.25360685302073943
22,2.241312435399204,2.239626608887965,0.22438977133987556,0.2564247069431921
23,2.238773667763167,2.237064706132763,0.2264933611474626,0.2585662759242561
24,2.2362125872867074,2.2344926914236445,0.23015869674155143,0.2623985572587917
25,2.233628232344704,2.231897411011212,0.23288236510490398,0.2654418394950406
26,2.2310255734564857,2.22927824469099,0.23469302773196637,0.2673579801623084
27,2.228400999280444,2.226635735021473,0.23471350074209987,0.2673579801623084
28,2.225757590242134,2.223970444118312,0.23563943097338685,0.26825969341749323
29,2.223099637230185,2.2212884660624126,0.23599121640145992,0.26882326420198377
30,2.220438881673814,2.2185966001627357,0.23729498004427615,0.27051397655545534
